Company Name,Website,Phone,Street Address,City,State / Province,Country,Zip / Postal Code,Full Address,LinkedIn URL,Industry,Source
PBX Engineering,http://www.pbxeng.com,'+1 604-408-7222,1221 Broad St,Victoria,British Columbia,Canada,V8W1S5,"1221 Broad St, Victoria, British Columbia, V8W1S5, Canada",http://www.linkedin.com/company/pbx-engineering,information technology & services,Apollo
PFM Technical Solutions,http://pfmts.com,+1 250-800-2551,415 Dunedin St,Victoria,British Columbia,Canada,V8T 5G8,"415 Dunedin St, Victoria, British Columbia, V8T 5G8, Canada",https://www.linkedin.com/company/pfm-technical-solutions-ltd,IT Services and IT Consulting,Ocean
VIP Powerline,http://vippowerline.com,"+1 250-475-3599, +1 530-214-6718",Tennyson Avenue  3316,Victoria,BRITISH COLUMBIA,Canada,V8Z 3P3,"Tennyson Avenue  3316, Victoria, BRITISH COLUMBIA, V8Z 3P3, Canada",https://www.linkedin.com/company/vip-powerline,Utilities,Ocean
Elevate Electrical Solutions,http://elevate-electrical.ca,+1 778-772-3145,West Kelowna,West Kelowna,British Columbia,Canada,V4T 2C4,"West Kelowna, West Kelowna, British Columbia, V4T 2C4, Canada",https://www.linkedin.com/company/elevate-electrical-solutions-ltd,"Construction, Commercial, Electrical Distribution, Project Management, Residential, Civil Engineering, Electronics",Ocean
Gellatly Bay Contracting,http://gellatlybaycontracting.com,,2119 Peters Rd,West Kelowna,British Columbia,Canada,V4T 2C4,"2119 Peters Rd, West Kelowna, British Columbia, V4T 2C4, Canada",https://www.linkedin.com/company/gellatly-bay-contracting-ltd,Construction,Ocean
First Nations Major Projects Coalition,http://fnmpc.ca,,100 Park Royal S,West Vancouver,British Columbia,Canada,West Vancouver,"100 Park Royal S, West Vancouver, British Columbia, West Vancouver, Canada",https://www.linkedin.com/company/fnmpc,Business Consulting and Services,Ocean
NorthernNations,http://northernnations.ca,+1 825-993-7013,100 Park Royal,West Vancouver,British Columbia,Canada,V7T1A2,"100 Park Royal, West Vancouver, British Columbia, V7T1A2, Canada",https://www.linkedin.com/company/northernations,Strategic Management Services,Ocean
Wyatt Marketing,http://wyattmarketing.com,+1 250-305-1150,1060 Murray Dr,Williams Lake,British Columbia,Canada,V2G 4K8,"1060 Murray Dr, Williams Lake, British Columbia, V2G 4K8, Canada",https://www.linkedin.com/company/wyatt-marketing-inc,Wholesale Building Materials,Ocean
Génitique,http://genitique.com,,2655 Bd du Royaume Bureau 480,Jonquière,Ca,Canada,G7S 4S9,"2655 Bd du Royaume Bureau 480, Jonquière, Ca, G7S 4S9, Canada",https://www.linkedin.com/company/groupe-g-nitique,Mechanical or Industrial Engineering,Ocean
Delphi Electric,http://delphi-electric.com,"+1 403-247-1717, +1 425-334-5956",Initiative Avenue SE,Calgary,CA-AB,Canada,T3S 0B7,"Initiative Avenue SE, Calgary, CA-AB, T3S 0B7, Canada",https://www.linkedin.com/company/delphi-electric-inc,Construction,Ocean
Java Holdings,http://javaholdings.ca,+1 780-400-3700,125 Castle Bridge Dr,St. John's,Canada,Canada,Newfoundland and Labrador,"125 Castle Bridge Dr, St. John's, Canada, Newfoundland and Labrador, Canada",https://www.linkedin.com/company/java-holdings-ltd,Business Consulting and Services,Ocean
Infinite Renewables,http://infiniterenewables.com,"+44 1656 644477, +44 7734 051341",Kingdom Road,North Grenville,CF31 3PH,Canada,Bridgend,"Kingdom Road, North Grenville, CF31 3PH, Bridgend, Canada",https://www.linkedin.com/company/infiniterenewables,Renewable Energy Semiconductor Manufacturing,Ocean
Moxe Recruitment,http://moxerecruitment.com,+44 113 831 2113,Kingdom Road  1306,North Grenville,CF31 3PH,Canada,Bridgend,"Kingdom Road  1306, North Grenville, CF31 3PH, Bridgend, Canada",https://www.linkedin.com/company/moxe-recruitment,Staffing and Recruiting,Ocean
ELITE POWER ELECTROMECHANICAL WORKS L.L.C,http://elitepowerem.com,"+971 55 109 2313, +971 4 606 7933",Hammonds Plains Road  1757,Hammonds Plains,Deira,Canada,Salah Al Din Road,"Hammonds Plains Road  1757, Hammonds Plains, Deira, Salah Al Din Road, Canada",https://www.linkedin.com/company/elitepowerelectromechanicalworks,Utilities,Ocean
CES M AND E Services,http://ces-groupcompanies.co.uk,+44 20 3370 3719,Kingdom Road,North Grenville,Essex,Canada,Waltham Abbey,"Kingdom Road, North Grenville, Essex, Waltham Abbey, Canada",https://www.linkedin.com/company/ces-m-&-e-services-limited,Construction,Ocean
Plan A Experts-conseils,http://planaexperts.ca,+1 514-612-2234,Grand Boulevard  565,L'Île-Perrot,J7V 4X4,Canada,L'île-Perrot,"Grand Boulevard  565, L'Île-Perrot, J7V 4X4, L'île-Perrot, Canada",https://www.linkedin.com/company/plan-a-experts,Design Services,Ocean
Electricity Canada,http://electricity.ca,"+1 613-230-9263, +1 613-809-1769, +1 613-325-1501",Slater Street  275,Ottawa,K1P 5H9,Canada,Ottawa,"Slater Street  275, Ottawa, K1P 5H9, Ottawa, Canada",https://www.linkedin.com/company/electricity-canada,Non-profit Organizations,Ocean
IND-Genuity Chartered Professional Accountants,http://ind-genuity.ca,"+1 204-805-0268, +1 877-238-5751",Ottawa,Ottawa,K1P 5H9,Canada,ON,"Ottawa, Ottawa, K1P 5H9, ON, Canada",https://www.linkedin.com/company/ind-genuity-chartered-professional-accountants,Accounting,Ocean
Kev-Tec Electrical,http://kev-tec.com,+1 613-839-0575,Upper Canada Street Upper Canada Street,Ottawa,K1P 5H9,Canada,Ottawa,"Upper Canada Street Upper Canada Street, Ottawa, K1P 5H9, Ottawa, Canada",https://www.linkedin.com/company/kev-tec-electrical-inc,Construction,Ocean
lndigenous Link,http://indigenous.link,"+1 877-823-6781, +1 800-668-6868",Upper Canada Street Upper Canada Street,Ottawa,K1P 5H9,Canada,Ottawa,"Upper Canada Street Upper Canada Street, Ottawa, K1P 5H9, Ottawa, Canada",https://www.linkedin.com/company/indigenous-link,Advertising Services,Ocean
OneLine Engineering - Electrical Power Systems,http://onelineeng.com,"+1 905-688-6857, +1 519-620-4414","63 Church Street, Suite 201",St. Catharines,L2R 3C4,Canada,St. Catharines,"63 Church Street, Suite 201, St. Catharines, L2R 3C4, St. Catharines, Canada",https://www.linkedin.com/company/oneline-engineering,Construction,Ocean
LIGHTCONE TECHNOLOGY,http://lightconetech.com,,"2425 Matheson Boulevard East, #8, Mississauga",Mississauga,L4W5K4,Canada,Mississauga,"2425 Matheson Boulevard East, #8, Mississauga, Mississauga, L4W5K4, Mississauga, Canada",https://www.linkedin.com/company/lightcone-technology,Telecommunications,Ocean
Nexus Renewables,http://nexusrenewables.ca,+1 647-828-0511,Yonge Street  4789,Toronto,M2N 0G3,Canada,Toronto,"Yonge Street  4789, Toronto, M2N 0G3, Toronto, Canada",https://www.linkedin.com/company/nexusrenewables,Renewable Energy Semiconductor Manufacturing,Ocean
Bandiz,http://bandizinc.com,+1 416-524-0345,"5418 Yonge St., Suite 1507",Toronto,M2N 6X4,Canada,Toronto,"5418 Yonge St., Suite 1507, Toronto, M2N 6X4, Toronto, Canada",https://www.linkedin.com/company/bandiz-inc-,Design Services,Ocean
PTM,http://ptmindustries.com,"+1 416-736-4972, +1 877-625-2358","1111 Flint Road, Unit #16",Toronto,M3J3C7,Canada,Toronto,"1111 Flint Road, Unit #16, Toronto, M3J3C7, Toronto, Canada",https://www.linkedin.com/company/ptm-industries,Machinery Manufacturing,Ocean
Janick Electric,http://janickelectric.com,+1 416-635-8989,Sheppard Avenue West,Toronto,M3K 2A3,Canada,M3J 2P6,"Sheppard Avenue West, Toronto, M3K 2A3, M3J 2P6, Canada",https://www.linkedin.com/company/janick-electric-ltd,Construction,Ocean
Bullfrog Power,http://bullfrogpower.com,"+1 416-360-3464, +1 877-360-3464","366 Adelaide Street West, Suite 701",Toronto,M5V 1R9,Canada,Toronto,"366 Adelaide Street West, Suite 701, Toronto, M5V 1R9, Toronto, Canada",https://www.linkedin.com/company/bullfrog-power,Environmental Services,Ocean
Shreem Systems AND Solutions,http://shreemsolutions.ca,"+1 306-500-2473, +1 204-272-0612",835 Stickney Ave,Brandon,Manitoba,Canada,R7A 0E1,"835 Stickney Ave, Brandon, Manitoba, R7A 0E1, Canada",https://www.linkedin.com/company/shreem-systems-&-solutions-pvt.-ltd,Automation Machinery Manufacturing,Ocean
KBL - Knutson Building,http://gokbl.com,"+1 204-641-1477, +1 204-642-8839",Camp Morton (Gimli),Camp Morton (Gimli),Manitoba,Canada,,"Camp Morton (Gimli), Camp Morton (Gimli), Manitoba, Canada",https://www.linkedin.com/company/kbl---knutson-building-ltd,Construction,Ocean
RPM Construction Group,http://rpmconstructiongroup.com,"+1 204-805-0166, +1 204-599-7886, +1 204-963-0680",1489 Hallama Dr,Grande Pointe,MANITOBA,Canada,R5A 1H9,"1489 Hallama Dr, Grande Pointe, MANITOBA, R5A 1H9, Canada",https://www.linkedin.com/company/rpmconstructiongroup,Construction,Ocean
DGH Engineering Ltd.,http://www.dghengineering.com,'+1 204-334-8846,12 Aviation Blvd,Saint Andrews,Manitoba,Canada,R1A 3N5,"12 Aviation Blvd, Saint Andrews, Manitoba, R1A 3N5, Canada",http://www.linkedin.com/company/dgh-engineering,design,Apollo
ODK Engineering,http://odkengineering.com,+1 204-989-2424,200 Alpine Way,Swan Lake First Nation 8A,Manitoba,Canada,R4H 0B7,"200 Alpine Way, Swan Lake First Nation 8A, Manitoba, R4H 0B7, Canada",https://www.linkedin.com/company/odk-engineering,Civil Engineering,Ocean
Interlake Electric,http://interlakeelectric.ca,+1 204-886-3019,Teulon,Teulon,Manitoba,Canada,,"Teulon, Teulon, Manitoba, Canada",https://www.linkedin.com/company/interlake-electric-ltd,"Electrical Distribution, Service Industry, Electronics, Commercial, Construction, Mechanical Engineering, Building Maintenance, Home Services",Ocean
ABCO Supply AND Service,http://abcosupply.com,+1 204-633-8071,1346 Spruce St,Winnipeg,Manitoba,Canada,R3E 2V7,"1346 Spruce St, Winnipeg, Manitoba, R3E 2V7, Canada",https://www.linkedin.com/company/abco-supply-and-service,Information Technology and Services,Ocean
AMPS SERVICES,http://ampsservices.ca,"+1 204-775-7290, +1 204-612-9936",Dugald Road,Winnipeg,Manitoba,Canada,R2J 0H3,"Dugald Road, Winnipeg, Manitoba, R2J 0H3, Canada",https://www.linkedin.com/company/amps-services-inc-,IT Services and IT Consulting,Ocean
FWS,http://www.fwsgroup.com,'+1 204-487-2500,275 Commerce Drive,Winnipeg,Manitoba,Canada,R3P,"275 Commerce Drive, Winnipeg, Manitoba, R3P, Canada",http://www.linkedin.com/company/fws-group-of-companies,construction,Apollo
Lawson Consulting AND Surveying,http://lawsonsurveys.com,"+1 204-414-3169, +1 778-764-1717",111 George Avenue,Winnipeg,Manitoba,Canada,R3B 0K2,"111 George Avenue, Winnipeg, Manitoba, R3B 0K2, Canada",https://www.linkedin.com/company/lawson-consulting-&-surveying-ltd-,Civil Engineering,Ocean
MAKA Power,http://makapower.com,+1 204-500-1091,Portage Avenue  1545B,Winnipeg,Manitoba,Canada,R3G 0W4,"Portage Avenue  1545B, Winnipeg, Manitoba, R3G 0W4, Canada",https://www.linkedin.com/company/maka-power,Electrical/Electronic Manufacturing,Ocean
Manitoba Hydro,http://hydro.mb.ca,"+1 204-360-7282, +1 888-624-9376, +1 800-565-5200, +1 204-480-5901",360 Portage Avenue,Winnipeg,Manitoba,Canada,R3C 0G8,"360 Portage Avenue, Winnipeg, Manitoba, R3C 0G8, Canada",https://www.linkedin.com/company/manitoba-hydro,Utilities,Ocean
Manitoba Hydro International,http://www.mhi.ca,'+1 204-480-5200,211 Commerce Dr,Winnipeg,Manitoba,Canada,R3P 1A3,"211 Commerce Dr, Winnipeg, Manitoba, R3P 1A3, Canada",http://www.linkedin.com/company/manitoba-hydro-international,utilities,Apollo
Métis N4 Construction,http://metisn4construction.ca,+1 204-586-8474,Winnipeg,Winnipeg,Manitoba,Canada,R2J 0H3,"Winnipeg, Winnipeg, Manitoba, R2J 0H3, Canada",https://www.linkedin.com/company/metis-n4-construction,"Construction, Infrastructure, Civil Engineering, Project Management",Ocean
Oakpark Powerline Services,http://oakparkpowerline.com,+1 204-269-2222,Howden Road,Winnipeg,MANITOBA,Canada,R2J 1L3,"Howden Road, Winnipeg, MANITOBA, R2J 1L3, Canada",https://www.linkedin.com/company/oakpark-powerline-services-ltd,Construction,Ocean
RS Distribution Services,http://thersgroup.ca,"+1 204-697-3902, +1 800-697-4377, +1 204-632-1660",175 Plymouth St,Winnipeg,Manitoba,Canada,R2X,"175 Plymouth St, Winnipeg, Manitoba, R2X, Canada",https://www.linkedin.com/company/rsdistributionca,Transportation/Trucking/Railroad,Ocean
ServcoCanada,http://www.servcocanada.com,'+1 250-632-3332,373 Broadway,Winnipeg,Manitoba,Canada,R2J 0H3,"373 Broadway, Winnipeg, Manitoba, R2J 0H3, Canada",http://www.linkedin.com/company/servcocanada,construction,Apollo
TAG Business Solutions,http://tagbizsolutions.com,+1 204-809-8261,Portage Avenue  1545B,Winnipeg,Manitoba,Canada,R2J 0H3,"Portage Avenue  1545B, Winnipeg, Manitoba, R2J 0H3, Canada",https://www.linkedin.com/company/tag-business-solutions,Software Development,Ocean
Winnipeg Structural Engineering,http://winnipegstructural.com,+1 204-500-1821,WINNIPEG,Winnipeg,Manitoba,Canada,R2J 0H3,"WINNIPEG, Winnipeg, Manitoba, R2J 0H3, Canada",https://www.linkedin.com/company/winnipeg-structural-engineering-inc,Civil Engineering,Ocean
Eleven Engineering,http://11eng.ca,,1305 Kenaston Blvd,Winnipeg,MB,Canada,R3P 2P2,"1305 Kenaston Blvd, Winnipeg, MB, R3P 2P2, Canada",https://www.linkedin.com/company/eleven-engineering-limited,Design Services,Ocean
AREAL CLEANING SERVICES,http://areal.ca,+1 877-302-7325,6045 Creditview Rd #235,Mississauga,Mississauga,Canada,L5V 0B1,"6045 Creditview Rd #235, Mississauga, Mississauga, L5V 0B1, Canada",https://www.linkedin.com/company/areal-cleaning-services-ltd,Facilities Services,Ocean
Wurth Canada,http://wurth.ca,"+1 289-562-1077, +1 800-263-5002, +1 289-474-5447",Hanlon Creek Boulevard  345,Guelph,N1C 0A1,Canada,N1C 0A1,"Hanlon Creek Boulevard  345, Guelph, N1C 0A1, N1C 0A1, Canada",https://www.linkedin.com/company/wurth-canada,Management Consulting,Ocean
K-Line Construction Ltd.,http://www.k-lineconstruction.com,'+1 506-328-9848,215 Beardsley Rd,,New Brunswick,Canada,,"215 Beardsley Rd, New Brunswick, Canada",http://www.linkedin.com/company/k-line-construction-ltd.,telecommunications,Apollo
Greystone Utility Services Tri-Wire Line Construction,http://greystoneutility.com,+1 506-475-1937,383 Sunset Drive,Fredericton,New Brunswick,Canada,E3A1B3,"383 Sunset Drive, Fredericton, New Brunswick, E3A1B3, Canada",https://www.linkedin.com/company/greystoneutilityfredericton,Construction,Ocean
Tri-Wire Line Construction,http://tri-wireline.com,+1 506-475-1937,383 Sunset Drive,Fredericton,New Brunswick,Canada,E3A1B3,"383 Sunset Drive, Fredericton, New Brunswick, E3A1B3, Canada",https://www.linkedin.com/company/tri-wireline,Construction,Ocean
Énergie NB Power,http://www.nbpower.com,'+1 506-458-4000,515 King Street,Fredericton,New Brunswick,Canada,E3A1B3,"515 King Street, Fredericton, New Brunswick, E3A1B3, Canada",http://www.linkedin.com/company/nb-power,utilities,Apollo
Greystone Group of Companies,http://greystonegroupco.com,,596 Gillespies Rd,Grand Falls,New Brunswick,Canada,E3Z 3E8,"596 Gillespies Rd, Grand Falls, New Brunswick, E3Z 3E8, Canada",https://www.linkedin.com/company/greystonegroup,Construction,Ocean
T AND T LINE CONSTRUCTION,http://t-tlineconstruction.com,+1 506-260-0237,2405 Rte 640,Hanwell,New Brunswick,Canada,E3E 2C5,"2405 Rte 640, Hanwell, New Brunswick, E3E 2C5, Canada",https://www.linkedin.com/company/t-&-t-line-construction-inc,Utilities,Ocean
Holland Power Services,http://www.hollandpowerservices.com,'+1 506-472-0649,272 New Brunswick 105,Maugerville,New Brunswick,Canada,E3C 1H1,"272 New Brunswick 105, Maugerville, New Brunswick, E3C 1H1, Canada",http://www.linkedin.com/company/holland-power-services,utilities,Apollo
High tech Industries - HTI,http://htiutility.com,+1 506-622-7634,Jane Street,Miramichi,New Brunswick,Canada,E1V 2T3,"Jane Street, Miramichi, New Brunswick, E1V 2T3, Canada",https://www.linkedin.com/company/high-tech-industries-hti,Utilities,Ocean
Sunny Corner Enterprises Inc.,http://www.sunnycorner.ca,'+1 506-622-5600,259 Dalton Ave,Miramichi,New Brunswick,Canada,E1V 2T3,"259 Dalton Ave, Miramichi, New Brunswick, E1V 2T3, Canada",http://www.linkedin.com/company/sunny-corner-enterprises-inc.,construction,Apollo
Amplify Electric,http://amplifyelectric.ca,,Moncton,Moncton,New Brunswick,Canada,E1E 4G7,"Moncton, Moncton, New Brunswick, E1E 4G7, Canada",https://www.linkedin.com/company/amplify-electric-ltd,Construction,Ocean
Atlantic Piping Distribution,http://apdltd.ca,"+1 506-317-1365, +1 902-480-4444, +1 506-830-6922, +1 920-480-4444",136 English Dr,Moncton,New Brunswick,Canada,E1E 4G7,"136 English Dr, Moncton, New Brunswick, E1E 4G7, Canada",https://www.linkedin.com/company/atlantic-piping-distribution-nb-ltd,Wholesale,Ocean
Carter Brothers,http://carterbrothersltd.com,"+1 506-383-9150, +1 506-653-8082, +1 506-459-3233",1797 Route 134 Lakeville,Moncton,New Brunswick,Canada,E1H 1A1,"1797 Route 134 Lakeville, Moncton, New Brunswick, E1H 1A1, Canada",https://www.linkedin.com/company/carter-brothers-ltd,Construction,Ocean
CFM Custom Fabricators AND Machinists,http://cfmservice.ca,+1 506-632-7777,45 Gifford Road,Saint John,New Brunswick,Canada,E2M 5K7,"45 Gifford Road, Saint John, New Brunswick, E2M 5K7, Canada",https://www.linkedin.com/company/cfm-custom-fabrication-and-machining,Construction,Ocean
Lorneville,http://www.lorneville.com,'+1 506-635-8090,75 Stinson Dr,Saint John,New Brunswick,Canada,E2L 4E6,"75 Stinson Dr, Saint John, New Brunswick, E2L 4E6, Canada",http://www.linkedin.com/company/lorneville,construction,Apollo
OSCO Construction Group,http://www.oscoconstructiongroup.com,'+1 877-320-1138,400 Chesley Dr,Saint John,New Brunswick,Canada,E2K 5L6,"400 Chesley Dr, Saint John, New Brunswick, E2K 5L6, Canada",http://www.linkedin.com/company/osco-construction-group,construction,Apollo
Petro Service,http://petroservice.com,+1 800-667-8265,79 McIlveen Dr,Saint John,New Brunswick,Canada,E2L 4E6,"79 McIlveen Dr, Saint John, New Brunswick, E2L 4E6, Canada",https://www.linkedin.com/company/petroservice-limited,Oil & Energy,Ocean
Saint John Energy,https://sjenergy.ca,,325 Simms Street,Saint John,New Brunswick,Canada,E2L 4E6,"325 Simms Street, Saint John, New Brunswick, E2L 4E6, Canada",https://www.linkedin.com/company/sjenergy,Utilities,Bob
Gagnon Line Construction,http://glineconstruction.com,"+1 506-473-0155, +1 506-473-7078, +1 207-895-3440, +1 514-795-3062, +1 506-859-7999, +1 506-850-2691, +1 506-479-1783, +1 506-473-1136, +1 506-473-0781",10551 Route 144,Saint-André,New Brunswick,Canada,E3Y 3N5,"10551 Route 144, Saint-André, New Brunswick, E3Y 3N5, Canada",https://www.linkedin.com/company/gagnon-line-construction,Utilities,Ocean
JSM Electrical,http://jsmelectrical.ca,+1 709-754-3666,28 Duffy Place,St. Johns,Newfoundland,Canada,A1B 4M5,"28 Duffy Place, St. Johns, Newfoundland, A1B 4M5, Canada",https://www.linkedin.com/company/jsm-electrical-ltd,Utilities,Ocean
Vertical Specialties,http://verticalspec.ca,,8 Hermitage Pl,PARADISE,Newfoundland & Labrador,Canada,A1L 0Y5,"8 Hermitage Pl, PARADISE, Newfoundland & Labrador, A1L 0Y5, Canada",https://www.linkedin.com/company/vertical-specialties-inc-,Telecommunications,Ocean
Sane Engineering,http://saneengineering.com,,Rushoon Place,St. John's,Newfoundland & Labrador,Canada,A1E5K7,"Rushoon Place, St. John's, Newfoundland & Labrador, A1E5K7, Canada",https://www.linkedin.com/company/sane-engineering-inc,Utilities,Ocean
Resolute Solar,http://resolutesolar.ca,+1 647-449-8420,Calgary,Calgary,Newfoundland and Labrador,Canada,AB,"Calgary, Calgary, Newfoundland and Labrador, AB, Canada",https://www.linkedin.com/company/resolute-solar,Renewable Energy Semiconductor Manufacturing,Ocean
Locke's Electrical,http://lockeselectrical.ca,"+1 709-693-0155, +1 709-463-8412, +1 709-542-3769, +1 709-639-8951",10 Lintrose Place,Corner Brook,Newfoundland and Labrador,Canada,A2H 6C3,"10 Lintrose Place, Corner Brook, Newfoundland and Labrador, A2H 6C3, Canada",https://www.linkedin.com/company/lockeselectrical,Construction,Ocean
Curtis Powerworks 2018,http://curtispowerworks.ca,"+1 709-635-3393, +1 706-635-3393",Deer Lake,Deer Lake,Newfoundland and Labrador,Canada,A8A1L4,"Deer Lake, Deer Lake, Newfoundland and Labrador, A8A1L4, Canada",https://www.linkedin.com/company/curtis-powerworks-2018-inc,Utilities,Ocean
Davies Consulting Group,http://daviescg.com,+1 780-758-9796,Edmonton,Edmonton,Newfoundland and Labrador,Canada,AB,"Edmonton, Edmonton, Newfoundland and Labrador, AB, Canada",https://www.linkedin.com/company/davies-consulting-group,Business Consulting and Services,Ocean
Landtran Systems,http://landtran.com,"+1 780-452-9414, +1 587-771-0727, +1 403-720-3721, +1 587-686-0711, +1 604-582-7700, +1 250-612-3776, +1 778-738-1645, +1 250-564-3093, +1 867-675-1100",9011 50th St NW,Edmonton,Newfoundland and Labrador,Canada,AB,"9011 50th St NW, Edmonton, Newfoundland and Labrador, AB, Canada",https://www.linkedin.com/company/landtran-systems-inc-,Transportation/Trucking/Railroad,Ocean
Powerloop Consulting,http://powerloopconsulting.com,+1 587-599-8700,6736 75 Street NW,Edmonton,Newfoundland and Labrador,Canada,AB T6E 6T9,"6736 75 Street NW, Edmonton, Newfoundland and Labrador, AB T6E 6T9, Canada",https://www.linkedin.com/company/powerloop-consulting-inc,Civil Engineering,Ocean
Northgate Electric GP,http://northgateelectric.ca,"+1 780-538-4056, +1 780-539-1466",12625 99 St,Grande Prairie,Newfoundland and Labrador,Canada,AB T8V 5Z4,"12625 99 St, Grande Prairie, Newfoundland and Labrador, AB T8V 5Z4, Canada",https://www.linkedin.com/company/northgate-electric-gp-ltd,Construction,Ocean
Hyflodraulic,http://hyflodraulic.ca,+1 709-364-5566,48 Clyde Ave,Mount Pearl,Newfoundland and Labrador,Canada,A1N 4S1,"48 Clyde Ave, Mount Pearl, Newfoundland and Labrador, A1N 4S1, Canada",https://www.linkedin.com/company/hyflodrauliclimited,Oil & Energy,Ocean
Pennecon,http://www.pennecon.com,'+1 709-782-3404,1309 Topsail Road,Paradise,Newfoundland and Labrador,Canada,A1L 1A1,"1309 Topsail Road, Paradise, Newfoundland and Labrador, A1L 1A1, Canada",http://www.linkedin.com/company/pennecon,construction,Apollo
Nalcor Energy,http://www.nlhydro.com,'+1 888-737-1296,500 Columbus Dr,Saint John's,Newfoundland and Labrador,Canada,A1B 1A1,"500 Columbus Dr, Saint John's, Newfoundland and Labrador, A1B 1A1, Canada",http://www.linkedin.com/company/nalcor-energy,utilities,Apollo
Mack Construction Services,http://mackcon.ca,+1 780-400-9303,205 Turbo Dr,Sherwood Park,Newfoundland and Labrador,Canada,AB T8H 2J6,"205 Turbo Dr, Sherwood Park, Newfoundland and Labrador, AB T8H 2J6, Canada",https://www.linkedin.com/company/mack-construction-services-ltd,Construction,Ocean
Fortis,http://fortisinc.com,+1 709-737-2800,5 Springdale St,St John’s,Newfoundland and Labrador,Canada,A1B 3T2,"5 Springdale St, St John’s, Newfoundland and Labrador, A1B 3T2, Canada",https://www.linkedin.com/company/fortis-inc.,Utilities,Ocean
Newfoundland Power,http://newfoundlandpower.com,"+1 709-725-6590, +1 800-663-2802, +1 800-474-5711",55 Kenmount Rd,St John’s,Newfoundland and Labrador,Canada,A1B 3P8,"55 Kenmount Rd, St John’s, Newfoundland and Labrador, A1B 3P8, Canada",https://www.linkedin.com/company/newfoundland-power,Utilities,Ocean
Tlicho Investment Corporation & Group of Companies,http://www.tlichoic.com,'+1 867-766-4909,100 Borden Dr,Yellowknife,Northwest Territories,Canada,X1A 1A1,"100 Borden Dr, Yellowknife, Northwest Territories, X1A 1A1, Canada",http://www.linkedin.com/company/tlicho-investment-corporation,civic & social organization,Apollo
Connect Atlantic Utility Services,http://causltd.com,+1 902-832-4565,Bluewater Road,Bedford,Nova Scotia,Canada,B4B 1Z9,"Bluewater Road, Bedford, Nova Scotia, B4B 1Z9, Canada",https://www.linkedin.com/company/connect-atlantic-utility-services,Utilities,Ocean
Dexter Construction Ltd,http://www.dexter.ca,'+1 902-835-3381,Bedford,Bedford,Nova Scotia,Canada,B4B 1Z9,"Bedford, Bedford, Nova Scotia, B4B 1Z9, Canada",http://www.linkedin.com/company/dexter-construction-ltd,construction,Apollo
iFormit Solutions,http://iformitsolutions.io,,Bedford Highway  1597,Bedford,Nova Scotia,Canada,B4B 1Z9,"Bedford Highway  1597, Bedford, Nova Scotia, B4B 1Z9, Canada",https://www.linkedin.com/company/iformitsolutions,Utilities,Ocean
CITYSCAN Ground Engineering,http://cityscanengineering.com,+1 236-518-9446,Coquitlam,Coquitlam,Nova Scotia,Canada,BRITISH COLUMBIA,"Coquitlam, Coquitlam, Nova Scotia, BRITISH COLUMBIA, Canada",https://www.linkedin.com/company/cityscan-ground-engineering-inc,Environmental Services,Ocean
Eastward Energy,http://eastwardenergy.com,"+1 902-466-2140, +1 902-466-2003, +1 866-344-5463, +1 877-836-7427, +1 866-313-3030",Thornhill Drive  144,Dartmouth,Nova Scotia,Canada,B3B 1S3,"Thornhill Drive  144, Dartmouth, Nova Scotia, B3B 1S3, Canada",https://www.linkedin.com/company/eastward-energy,Utilities,Ocean
Sancton Group,http://sancton.com,+1 800-291-4366,Cutler Avenue  220,Dartmouth,Nova Scotia,Canada,B3B 0J6,"Cutler Avenue  220, Dartmouth, Nova Scotia, B3B 0J6, Canada",https://www.linkedin.com/company/sancton-group-inc,Construction,Ocean
Strum Engineering Associates,http://strumengineering.ca,"+1 902-468-7325, +1 902-562-3311, +1 902-441-2318",Hudson Way  10,Dartmouth,Nova Scotia,Canada,B3B 1S3,"Hudson Way  10, Dartmouth, Nova Scotia, B3B 1S3, Canada",https://www.linkedin.com/company/strum-engineering-associates-ltd.,Industrial Machinery Manufacturing,Ocean
Emera,http://emera.com,"+1 902-428-6096, +1 902-450-0507, +1 888-450-0507, +1 800-358-1995, +1 800-428-6230",1223 Lower Water St,Halifax,Nova Scotia,Canada,B3L 4H7,"1223 Lower Water St, Halifax, Nova Scotia, B3L 4H7, Canada",https://www.linkedin.com/company/emera,Government Administration,Ocean
Graybar Canada,http://www.graybarcanada.com,'+1 902-457-8787,3600 Joseph Howe Drive,Halifax,Nova Scotia,Canada,B3L 4H7,"3600 Joseph Howe Drive, Halifax, Nova Scotia, B3L 4H7, Canada",http://www.linkedin.com/company/graybar-canada,wholesale,Apollo
Hydro-Mechanical Sales,http://hydromechanical.ca,"+1 506-566-3332, +1 866-493-7667, +1 902-452-1504, +1 902-452-2501",Joseph Howe Drive  3700,Halifax,Nova Scotia,Canada,B3L 4H7,"Joseph Howe Drive  3700, Halifax, Nova Scotia, B3L 4H7, Canada",https://www.linkedin.com/company/hydromechanicalsales,Wholesale,Ocean
Navigator Technologies,http://navigatorinc.ca,+1 902-481-7700,Strawberry Hill Street  3667,Halifax,Nova Scotia,Canada,B3K 5A8,"Strawberry Hill Street  3667, Halifax, Nova Scotia, B3K 5A8, Canada",https://www.linkedin.com/company/navigator-technologies-inc-,IT Services and IT Consulting,Ocean
